city_name,city_page_url,price_trend_url
buldhana,https://housing.com/in/buy/real-estate-buldhana,https://housing.com/price-trends/property-rates-for-buy-in-buldhana_maharashtra-P6bgf9vr6o1t33bh7
bundi,https://housing.com/in/buy/real-estate-bundi,https://housing.com/price-trends/property-rates-for-buy-in-bundi_rajasthan-P1sjzmjepbz6z79l
burhanpur,https://housing.com/in/buy/real-estate-burhanpur,https://housing.com/price-trends/property-rates-for-buy-in-burhanpur_madhya_pradesh-P6ci641168rg6wxwa
buxar,https://housing.com/in/buy/real-estate-buxar,https://housing.com/price-trends/property-rates-for-buy-in-buxar_bihar-Plu2gd65kkrvpmxu
cachar,https://housing.com/in/buy/real-estate-cachar,https://housing.com/price-trends/property-rates-for-buy-in-cachar_assam-Pd6itdjax4k7kwzc
chamarajanagar,https://housing.com/in/buy/real-estate-chamarajanagar,https://housing.com/price-trends/property-rates-for-buy-in-chamarajanagar_karnataka-P3iscq9sqck40qc5l
chamba_district,https://housing.com/in/buy/real-estate-chamba_district,https://housing.com/price-trends/property-rates-for-buy-in-chamba_himachal_pradesh-Pnae61tu8owh4qsl
chamoli,https://housing.com/in/buy/real-estate-chamoli,https://housing.com/price-trends/property-rates-for-buy-in-chamoli_uttarakhand-P5khcwe0sfbnn9dxt
champawat,https://housing.com/in/buy/real-estate-champawat,https://housing.com/price-trends/property-rates-for-buy-in-champawat_uttarakhand-Pir10w9momq4de4j
champhai,https://housing.com/in/buy/real-estate-champhai,https://housing.com/price-trends/property-rates-for-buy-in-champhai_mizoram-Ps5erpky3fhmrsk3
chandauli,https://housing.com/in/buy/real-estate-chandauli,https://housing.com/price-trends/property-rates-for-buy-in-chandauli_uttar_pradesh-P4r0chyiivqjnra5u
chandel,https://housing.com/in/buy/real-estate-chandel,https://housing.com/price-trends/property-rates-for-buy-in-chandel_manipur-P52nxcdzj1uhdh9vm
chandigarh_india,https://housing.com/in/buy/real-estate-chandigarh_india,https://housing.com/price-trends/property-rates-for-buy-in-chandigarh_india-P3r0jt1od36h50fsc
